ImageId,EncodedPixels
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,31676 2 32356 3 33036 3 33715 4 34393 8 35071 11 35750 12 36428 14 37106 16 37785 15 38464 15 39143 15 39821 15 40500 14 41179 13 41858 13 42537 13 43218 11 43898 10 44578 8 45258 5 45939 3 46620 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,327528 13 328205 19 328882 26 329560 31 330238 37 330916 41 331594 45 332272 51 332950 58 333629 62 334308 66 334987 70 335666 75 336345 78 337024 79 337703 80 338381 81 339060 51 339112 28 339738 53 339792 25 340417 54 340472 24 341096 55 341152 23 341775 80 342455 80 343134 82 343814 82 344493 83 345173 84 345852 85 346532 86 347212 34 347263 29
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,298305 2 298983 9 299662 13 300340 20 301020 26 301699 31 301778 7 302378 37 302454 13 303057 43 303130 18 303736 47 303805 23 304416 52 304481 26 305095 87 305775 81 306454 79 307134 77 307814 75 308494 35 308534 32 309174 29 309217 27 309854 26 309901 21 310535 23 310585 14 311215 21 311268 8 311896 19 311950 6 312577 18 312630 7 313259 15 313309 10 313940 14 313988 12 314621 13 314668 14 315302 12 315348 15 315983 12 316027 19 316664 11 316707 21 317345 11 317388 22 318026 13 318075 16 318708 14 318760 12 319389 15 319441 12 320070 15 320123 10 320752 13 320809 1 321433 13 322114 13 322795 12 323477 9 324161 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,135993 6 136670 9 137347 12 138026 13 138705 15 139383 17 140061 19 140739 21 141418 22 142097 23 142776 24 143456 24 144136 24 144815 25 145495 25 146175 25 146854 26 147533 27 148212 28 148890 30 149565 35 150239 41 150916 44 151595 45 152273 46 152951 48 153629 50 154308 51 154987 52 155665 55 156344 37 156383 17 157023 36 157065 15 157704 34 157746 14 158384 32 158427 13 159064 29 159109 11 159744 28 159788 12 160423 28 160466 14 161102 28 161144 16 161780 29 161823 17 162458 28 162497 23 163130 35 163176 24 163804 41 163856 24 164481 43 164536 24 165158 48 165215 25 165836 54 165894 26 166513 87 167191 89 167870 90 168548 92 169226 94 169905 95 170584 96 171264 95 171943 96 172621 98 173300 99 173979 100 174658 101 175336 103 176015 104 176694 98 176793 6 177372 99 177474 5 178050 101 178155 4 178729 101 178835 4 179407 102 179516 3 180085 103 180196 3 180764 103 180876 3 181443 104 181557 2 182122 105 182237 2 182800 107 182917 2 183479 108 183597 2 184158 109 184277 2 184838 109 184957 2 185517 109 185637 2 186196 42 186245 61 186317 2 186875 42 186928 59 186996 3 187555 42 187610 57 187677 2 188235 42 188291 56 188357 2 188914 43 188971 57 189037 2 189594 43 189652 55 189717 2 190274 43 190332 55 190396 3 190954 43 191012 54 191076 3 191633 43 191691 54 191756 3 192313 40 192359 8 192370 41 192412 14 192436 3 192993 38 193036 71 193116 3 193673 35 193716 73 193796 3 194353 34 194395 75 194476 3 195033 33 195076 75 195156 3 195713 32 195756 76 195836 3 196392 32 196436 76 196515 3 197072 28 197116 82 197751 27 197796 77 198428 31 198476 74 199098 41 199156 72 199776 44 199835 70 200454 47 200513 70 201133 49 201192 68 201811 53 201871 67 202490 57 202549 32 202589 28 203168 89 203273 23 203846 89 203954 23 204522 43 204568 44 204635 22 205198 44 205251 39 205317 21 205877 44 205934 35 205998 20 206557 42 206615 34 206677 21 207236 42 207297 31 207357 21 207915 42 207978 29 208037 21 208595 41 208659 26 208716 23 209276 40 209339 20 209395 24 209957 39 210019 19 210073 26 210637 39 210699 18 210752 27 211318 38 211378 19 211432 26 211998 38 212058 20 212116 22 212678 38 212738 21 212804 12 213358 39 213417 23 213491 2 214038 38 214095 26 214716 38 214775 27 215394 39 215455 27 216072 40 216135 28 216751 41 216815 28 217430 42 217496 26 218108 43 218177 24 218787 44 218857 22 219467 44 219537 19 220146 47 220215 18 220825 49 220893 19 221504 52 221557 7 221570 21 222184 86 222863 87 223543 87 224223 87 224903 87 225583 87 226263 88 226942 89 227622 89 228302 89 228982 89 229662 42 229708 43 230342 41 230391 15 230407 24 231021 43 231088 23 231701 43 231769 22 232380 45 232449 22 233060 44 233129 21 233739 45 233809 19 234419 43 234488 18 235098 42 235167 17 235778 40 235845 17 236458 39 236522 19 237138 38 237200 20 237818 37 237879 20 238498 36 238558 21 239179 35 239238 22 239859 35 239905 35 240539 35 240584 36 241220 33 241263 38 241900 33 241943 22 241967 16 242580 33 242623 20 242648 17 243260 33 243303 20 243329 17 243941 32 243985 16 244010 16 244622 30 244667 11 244693 14 245303 19 245327 4 245375 12 245984 14 246057 11 246664 14 246740 8 247345 12 248025 12 248706 11 249386 11 250067 10 250747 11 251427 11 252107 12 252787 13 253466 15 254145 18 254824 19 255499 23 256175 27 256852 29 257531 28 258210 28 258888 28 259567 28 260246 27 260925 28 261605 28 262284 29 262964 29 263643 31 264323 32 265003 34 265682 36 266361 35 267040 34 267719 34 268398 35 269078 34 269757 33 270436 33 271116 32 271795 33 272475 34 273155 34 273834 35 274514 35 275193 36 275873 36 276553 36 277232 36 277912 30 278592 28 279272 27 279952 27 280633 26 281313 27 281993 27 282673 26 283353 26 284032 26 284712 26 285391 27 286071 23 286750 21 287430 20 288111 19 288791 19 289472 18 290152 18 290833 16 291515 13 292196 11
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,275939 6 276618 11 277298 12 277977 15 278654 22 279332 25 280010 29 280689 32 281367 36 282046 38 282725 37 283404 36 284083 11 284096 23 284762 11 284778 19 285440 14 285457 16 286118 16 286137 12 286797 18 286817 6 287476 19 288143 9 288155 19 288823 31 289503 31 290183 30 290864 29 291545 28 292225 27 292907 14 293593 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,256893 9 257572 14 258252 16 258933 18 259613 22 260294 22 260976 20 261659 17 262345 12 263030 8 263714 14 264395 15 265075 17 265755 18 266436 16 267116 14 267798 10
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,325584 2 326264 3 326944 5 327624 8 328304 10 328985 9 329666 10 330349 9 331034 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,346691 2
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,254217 1 254897 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,346701 3
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,261738 13 262415 20 263093 26 263770 49 264448 56 265126 59 265805 61 265877 2 266484 66 266556 3 267163 76 267843 76 268522 77 269201 78 269880 79 270558 81 271238 81 271918 81 272598 82 273277 83 273957 83 274637 83 275317 83 275997 83 276677 83 277357 83 278037 83 278717 83 279398 82 280079 81 280760 80 281442 78 282123 77 282806 74 283489 71 284174 66 284872 48 285556 44 286241 39 286934 26 287617 23 288297 23 288978 22 289659 21 290338 22 291017 23 291696 24 292374 26 293053 27 293700 6 293730 30 294373 18 294408 32 295036 4 295050 28 295083 37 295715 7 295726 74 296397 83 297080 80 297761 79 298441 79 299124 76 299798 1 299811 69 300477 3 300494 66 301154 7 301177 63 301832 11 301853 67 302511 88 303190 89 303869 77 303951 8 304551 73 304632 7 305232 60 305295 3 305313 7 305914 56 305993 7 306597 52 306673 7 307281 49 307354 6 307964 47 308012 8 308034 6 308649 54 308715 4 309335 50 309395 4 310016 50 310074 5 310696 54 310753 6 311377 62 312056 63 312734 65 313412 67 314089 70 314768 71 315449 71 316130 70 316810 70 317491 69 318174 66 318861 59 319543 57 320223 57 320902 58 321582 58 322261 59 322938 62 323608 72 324286 74 324964 76 325643 77 326323 77 327002 78 327682 78 328363 77 329044 76 329725 75 330405 75 331086 74 331767 73 332448 72 333128 72 333810 70 334493 5 334502 58 335192 48 335882 38 336572 28 337254 26 337936 24 338618 22 339301 19 339983 17 340666 14 341349 10 342031 8 342711 7 343392 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,337912 8 338589 12 339265 18 339938 28 340614 33 341291 38 341969 41 342648 42 343326 45 344006 46 344685 47 345365 47 346044 48 346723 48 347405 35 347443 5 348094 1
17b9bf4356db24967c4677b8376ac38f826de73a88b93a8d73a8b452e399cdff,229120 9 229797 17 230474 29 231151 34 231827 40 232504 45 233183 48 233862 50 233916 2 234541 58 235220 59 235900 59 236580 59 237260 59 237940 59 238620 59 239300 59 239981 58 240661 58 241342 57 242021 51 242074 5 242701 47 242755 4 243380 44 243436 3 244060 42 244116 3 244739 43 244795 4 245419 44 245475 4 246098 33 246133 10 246155 4 246778 33 246815 8 246835 4 247458 33 247493 12 247514 5 248138 52 248194 5 248818 61 249498 61 250179 60 250859 60 251540 59 252221 58 252902 58 253583 57 254264 56 254945 55 255630 50 256322 37 257007 32 257693 26 258378 10 258393 6 259076 3
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,27944 1 28200 1 28456 1
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,24623 2 24878 4 25133 7 25389 8 25644 11 25900 12 26156 13 26412 13 26668 14 26925 12 27181 12 27437 12 27694 11 27950 10 28208 5 28465 3
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,16708 3 16956 14 17210 17 17461 22 17716 24 17972 25 18228 26 18485 24 18741 24 18997 23 19255 20 19513 18 19770 16 20027 14 20284 12 20544 6 20802 2
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,37459 3 37713 6 37967 8 38222 10 38477 12 38732 14 38987 16 39243 17 39498 19 39753 20 40009 20 40265 19 40521 18 40778 17 41038 10 41296 6
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,14201 2 14450 13 14705 15 14959 18 15215 18 15471 18 15727 18 15983 18 16239 18 16497 14 16753 14 17015 3
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,37263 5 37516 10 37771 12 38025 14 38281 14 38537 14 38793 14 39049 14 39305 13 39561 12 39817 12 40073 13 40330 12 40593 4
31f1fbe85b8899258ea5bcf5f93f7ac8238660c386aeab40649c715bd2e38a0a,12030 2 12285 4 12540 5 12795 6 13051 6 13306 7 13562 7 13819 6 14075 6 14331 6 14588 5 14845 4
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,206732 4 207411 8 208090 11 208768 14 209443 22 210122 24 210174 5 210802 25 210851 14 211482 26 211530 19 212161 28 212209 23 212841 30 212888 26 213521 31 213568 28 214201 31 214247 30 214881 32 214927 32 215561 32 215607 34 216241 33 216287 34 216922 32 216967 35 217602 33 217646 38 218282 34 218326 39 218962 35 219006 39 219641 22 219666 12 219687 38 220321 20 220347 11 220368 38 221001 18 221028 11 221048 38 221681 18 221708 12 221729 37 222361 22 222386 16 222410 36 223041 44 223092 34 223721 45 223777 29 224401 47 224458 28 225081 49 225138 28 225761 50 225818 28 226441 52 226498 28 227122 54 227177 29 227801 85 228481 84 229161 84 229841 84 230521 84 231201 83 231881 82 232561 81 233241 80 233921 79 234601 79 235281 39 235322 37 235961 34 236006 31 236641 30 236688 28 237321 27 237370 25 238002 25 238051 23 238682 22 238734 18 239363 15 239417 11 240043 2 240102 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,318284 5 318958 15 319632 22 320309 27 320986 32 321664 35 322343 36 323022 37 323700 39 324378 41 325058 41 325737 42 326416 43 327095 43 327773 44 328453 43 329132 42 329812 41 330492 39 331171 38 331850 36 332528 36 333206 37 333883 39 334562 38 335242 37 335922 37 336602 37 337282 36 337962 36 338642 36 339322 37 340002 37 340682 37 341362 37 342041 38 342721 37 343401 36 344081 36 344761 35 345442 34 346122 33 346803 30 347492 14
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,686 8 695 27 1365 37 2045 37 2726 35 3406 8 3415 26 4086 8 4095 26 4767 34 5452 30 6133 29 6813 30 7492 31 8172 31 8851 32 9531 32 10212 31 10892 30 11572 30 12252 30 12932 29 13612 28 14292 27 14972 26 15652 25 16332 24 17012 22 17692 22 18372 22 19052 22 19731 23 20412 22 21092 22 21772 21 22452 21 23133 18 23814 15 24497 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,257774 11 258447 22 259122 28 259798 34 260472 41 261149 46 261829 47 262508 48 263188 16 263208 29 263868 13 263888 30 264548 11 264569 30 265228 10 265249 31 265908 9 265928 32 266588 8 266607 33 267268 7 267287 33 267948 7 267965 35 268627 11 268643 37 269307 53 269987 53 270667 53 271347 52 272027 51 272707 50 273388 48 274068 46 274748 45 275429 42 276110 40 276791 37 277473 33 278154 31 278835 28 279517 23 280201 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,299283 6 299960 12 300638 15 301316 19 301993 24 302671 27 303349 30 304026 33 304703 37 305381 40 306060 41 306739 41 307418 41 308098 41 308778 40 309458 38 310138 36 310819 33 311500 30 312182 25 312865 19 313550 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,191858 7 192537 11 193217 13 193896 16 194575 18 195255 19 195934 21 196614 22 197293 24 197973 25 198652 26 199332 27 200011 28 200691 30 201371 31 202050 32 202730 33 203410 33 204090 33 204770 33 205450 33 206131 32 206811 32 207492 31 208172 31 208852 31 209532 30 210212 30 210893 29 211573 28 212253 27 212933 26 213613 25 214293 24 214973 22 215653 21 216334 19 217014 17 217695 15 218375 14 219056 12 219737 9 220419 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,274843 17 275514 30 276193 33 276873 35 277552 39 278231 42 278911 43 279591 43 280271 43 280951 43 281632 42 282312 41 282992 40 283672 39 284353 37 285034 35 285715 29 286397 24 287079 20 287762 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174928 1 175604 11 176281 18 176959 26 177637 30 178316 32 178970 7 178996 35 179645 18 179675 38 180323 23 180354 40 181002 28 181033 43 181681 77 182359 81 183038 84 183718 85 184398 87 185078 88 185758 89 186438 90 187119 89 187800 89 188481 88 189162 88 189843 88 190524 44 190574 38 191204 43 191255 29 191287 6 191886 40 191936 28 191967 6 192568 38 192617 26 192648 5 193250 36 193299 24 193328 4 193932 33 193980 22 194009 3 194613 32 194661 21 194689 3 195294 30 195342 23 195366 6 195975 28 196023 30 196657 25 196705 28 197339 22 197386 9 197398 14 198023 15 198068 6 198082 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,228659 13 229336 19 230015 22 230693 25 231370 30 232041 40 232716 46 233382 60 234060 62 234738 64 235417 65 236094 67 236772 67 237450 59 237514 1 238129 56 238809 53 239489 50 240169 49 240849 48 241529 47 242209 47 242890 45 243570 45 244252 43 244933 42 245614 40 246295 39 246976 36 247659 33 248341 30 249023 27 249707 22 250392 13 251076 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,818 8 1496 12 2175 13 2855 13 3534 14 4214 14 4895 13 5575 12 6256 11 6937 8 7621 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,285784 19 286460 25 287138 28 287816 32 288494 36 289172 39 289851 41 290529 43 291207 45 291885 47 292564 48 293243 49 293923 48 294602 49 295281 49 295961 48 296640 48 297319 49 297999 48 298678 48 299358 48 300037 48 300717 47 301398 45 302078 45 302759 43 303439 43 304119 41 304799 39 305479 38 306159 36 306840 33 307521 30 308202 28 308884 24 309565 21 310247 16 310929 12 311612 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,264040 14 264717 20 265396 22 266074 25 266753 28 267431 31 268110 32 268789 30 269468 27 270147 27 270827 27 270866 1 271507 27 271546 2 272187 28 272225 4 272867 28 272904 5 273547 28 273583 6 274227 42 274908 41 275588 40 276269 39 276949 38 277631 35 278312 34 278993 31 279675 27 280359 17 281042 11 281724 6
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,139749 6 140427 12 140991 3 141105 16 141665 19 141783 20 142343 24 142462 23 143022 27 143142 24 143702 29 143822 25 144382 31 144502 25 145062 33 145145 2 145182 26 145743 33 145821 8 145862 27 146424 34 146498 13 146542 28 147105 35 147176 17 147222 29 147786 35 147854 20 147902 30 148467 35 148532 23 148582 30 149149 34 149211 26 149263 30 149830 35 149890 29 149943 30 150512 34 150570 32 150623 30 151193 34 151250 34 151304 29 151873 35 151930 37 151984 29 152553 36 152610 41 152664 29 153233 37 153291 42 153344 29 153914 37 153972 43 154024 28 154594 38 154652 45 154704 27 155274 39 155333 76 155954 41 156014 73 156634 42 156694 72 157314 43 157375 48 157426 16 157995 43 158056 47 158675 44 158737 45 159355 45 159418 44 160036 45 160098 43 160717 45 160779 41 161398 45 161459 40 162079 44 162139 39 162760 44 162818 38 163441 43 163497 38 164121 44 164176 37 164802 46 164855 37 165485 85 166167 81 166849 77 167530 75 168212 71 168893 67 169574 63 170255 60 170935 58 171616 54 172296 51 172976 49 173655 49 174310 15 174333 50 174987 75 175666 75 176344 76 177022 77 177701 78 178380 78 179059 77 179739 74 180419 72 181098 70 181778 66 182458 57 183138 53 183818 52 184499 50 185179 50 185859 50 186540 49 187221 47 187902 46 188584 43 189264 43 189945 41 190626 40 191308 37 191989 36 192669 33 193350 29 194031 25 194713 21 195396 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,219961 8 220634 21 221311 27 221990 29 222668 32 223346 34 224025 36 224704 37 225384 37 226063 38 226741 39 227420 40 228100 40 228779 22 228808 12 229458 21 229490 10 230137 20 230171 8 230815 21 230851 8 231493 22 231532 6 232170 24 232212 5 232849 24 232892 5 233529 22 233572 6 234208 22 234251 8 234887 22 234931 8 235566 22 235611 9 236246 21 236290 11 236926 20 236969 13 237605 20 237647 16 238285 20 238325 19 238965 21 239003 22 239644 28 239679 26 240324 62 241004 62 241683 63 242363 63 243042 63 243721 39 243763 22 244399 40 244445 18 245077 42 245127 14 245754 45 245812 6 246434 45 247113 47 247793 47 248473 48 249153 49 249833 50 250514 50 251194 50 251874 50 252554 51 253234 51 253913 52 254591 54 255253 1 255265 60 255926 79 256604 81 257282 83 257960 85 258637 87 259315 89 259994 89 260672 90 261351 88 262030 6 262045 73 262710 6 262726 69 263390 6 263406 60 264070 7 264085 54 264751 66 265431 65 266118 56 266799 54 267479 52 268160 50 268841 46 269529 19 270212 10
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,332763 8 333441 13 334121 17 334800 20 335479 23 336158 25 336838 26 337518 28 338197 31 338877 31 339557 33 340237 34 340917 35 341597 35 342277 36 342957 37 343637 38 344317 39 344997 39 345677 39 346357 40 347038 38 347723 27
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,292005 16 292680 24 293354 35 293430 5 294030 44 294106 13 294707 50 294783 18 295386 96 296065 99 296745 100 297424 102 298104 103 298785 104 299466 105 300146 106 300827 107 301508 108 302191 41 302237 60 302874 32 302920 58 303557 12 303601 58 304283 57 304964 58 305645 58 306326 58 307006 59 307688 58 308369 58 309050 58 309732 56 310414 54 311095 54 311776 53 312457 51 313139 48 313821 42 314504 35 315189 17
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,326674 12 327353 15 328032 18 328712 20 329392 22 330072 24 330752 25 331433 25 332114 25 332795 25 333476 24 334157 24 334839 23 335521 21 336203 20 336884 19 337567 16 338250 13 338932 12 339613 11 340294 11 340975 10 341656 9 342337 8 343019 6 343700 4 344380 4 345060 4 345740 5 346419 7
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,188007 1 188677 2 188683 10 189356 17 190035 14 190715 7 191394 8 192073 8 192749 11 193422 17 194098 21 194775 23 195454 24 196134 23 196813 23 197493 23 198174 22 198854 23 199534 24 200215 23 200898 20
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,202280 9 202961 8
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,199572 2 200252 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,326748 1 327421 12 328099 16 328777 20 329456 23 330135 26 330815 28 331495 30 332174 34 332854 37 333534 38 334215 37 334896 37 335576 38 336256 38 336937 37 337617 37 338297 37 338977 38 339658 37 340340 36 341021 35 341702 35 342383 34 343066 32 343748 31 344429 31 345109 33 345790 33 346471 34 347152 32 347841 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,191417 2 192097 3 192777 2 193457 2 194137 2 194817 2 195497 2 196177 3 196856 4 197537 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,226808 21 227486 29 228165 41 228844 49 229524 51 230204 52 230884 53 231565 53 232246 53 232927 52 233607 51 234288 49 234969 47 235649 46 236331 42 237012 38 237693 34 238374 32 239056 28 239738 22 240421 15 241105 9
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,88783 4 89458 13 90135 18 90814 21 91494 21 92174 22 92854 23 93534 24 94214 24 94895 22 95576 21 96257 19 96939 16 97620 13
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250683 14 251360 19 252038 22 252717 26 253394 33 254072 37 254752 38 255431 41 256111 43 256790 45 257469 48 258147 51 258824 56 259502 59 260181 61 260861 62 261541 63 262221 64 262900 65 263579 66 264231 94 264908 97 265586 99 266263 101 266941 78 267021 22 267619 71 267705 18 268299 69 268389 12 268978 69 269657 70 270335 72 271015 74 271695 86 272375 88 273055 89 273736 89 274417 91 275097 93 275778 94 276458 94 277138 95 277818 95 278499 94 279179 94 279859 93 280540 91 281221 89 281902 88 282583 86 283264 84 283944 84 284625 82 285307 78 285990 73 286672 70 287353 68 288035 63 288718 58 289399 34 289447 3 290080 32 290763 28 291451 19 292135 14 292818 9 293502 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,205080 8 205107 8 205759 10 205786 10 206437 11 206462 15 207116 12 207141 18 207795 12 207821 19 208474 13 208500 21 209152 13 209178 23 209831 13 209851 30 210510 12 210530 31 211189 13 211210 30 211869 12 211889 31 212549 12 212567 33 213229 12 213243 36 213909 49 214589 48 215270 46 215950 45 216631 43 217313 39 217995 36 218676 34 219357 32 220039 27 220732 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,138478 11 139157 18 139835 23 140514 26 141184 39 141857 50 142531 57 143209 60 143888 61 144568 62 145248 62 145928 62 146609 61 147290 59 147970 59 148651 57 149332 55 150017 45 150702 36 151386 30 152074 17
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,202383 1 203061 4 203743 1
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,304408 20 305083 29 305762 33 306441 35 307119 39 307797 43 308477 45 309156 47 309836 48 310516 50 311196 51 311876 52 312556 53 313236 53 313916 54 314597 54 315277 54 315958 54 316639 54 317320 54 318001 53 318681 54 319362 53 320042 54 320723 53 321404 52 322085 52 322766 50 323448 48 324131 45 324813 42 325494 40 326177 36 326863 25 327555 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,222847 7 223523 18 224201 23 224879 25 225557 28 226234 31 226912 34 227589 37 228266 40 228944 41 229622 43 230301 43 230979 44 231658 43 232336 44 233016 43 233696 41 234376 37 235057 33 235739 29 236423 19
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,166401 2 166425 9 167074 17 167101 14 167752 43 168431 43 169110 43 169788 44 170468 43 171148 41 171829 37 172510 34 173191 32 173873 27 174555 23
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,120868 17 121546 22 122224 27 122292 2 122902 34 122963 26 123579 39 123640 31 124258 42 124318 35 124937 45 124997 40 125616 51 125673 52 126295 113 126974 117 127653 121 128332 125 129012 127 129691 129 130371 131 131051 132 131731 133 132412 132 133092 132 133773 132 134454 131 135134 131 135815 130 136495 129 137176 128 137857 126 138538 124 139221 120 139902 68 139979 40 140584 63 140663 34 141266 58 141346 28 141951 46 142648 3 142659 2
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,174623 25 175298 34 175976 37 176652 42 177328 47 178004 53 178682 56 179359 59 180038 61 180716 63 181395 64 182074 65 182752 66 183431 67 184109 68 184788 68 185467 69 186146 69 186826 68 187506 67 188186 66 188866 63 189546 62 190226 60 190907 57 191588 55 192269 54 192950 53 193630 53 194311 52 194991 52 195671 53 196350 54 197030 55 197709 56 198387 58 199067 59 199746 60 200426 58 201106 43 201785 40 202465 38 203145 36 203826 32 204506 28 205187 25 205868 23 206550 19 207233 13 207917 5
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,250769 6 251447 11 252125 14 252805 16 253484 17 254163 19 254843 19 255523 19 256202 20 256882 19 257561 20 258240 21 258919 21 259598 22 260278 22 260958 22 261638 22 262318 22 262998 22 263679 21 264361 19 265042 18 265723 17 266405 16 267087 14 267768 13 268449 12 269131 10 269813 8 270494 7 271178 3
44afae184c89e6ba55985b4d341acc1ae1e8b6ef96312064e0e6e630e022b078,334422 13 335098 26 335775 33 336454 36 337133 39 337812 42 338491 44 339170 46 339851 46 340532 45 341213 45 341895 43 342578 40 343274 24 343961 17 344642 16 345322 16 346003 15 346683 14 347365 8
